,caucus,congress_numbers,current,description,district,enddate,extra__address,extra__contact_form,extra__fax,extra__how,extra__office,extra__rss_url,id,leadership_title,party,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website
41,,"[114, 115, 116]",True,Senior Senator from South Carolina,,2021-01-03,290 Russell Senate Office Building Washington DC 20510,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham,202-224-3808,,290 Russell Senate Office Building,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,43261,,Republican,G000359,1955-07-09,36782.0,Lindsey,male,Male,300047,Graham,https://www.govtrack.us/congress/members/lindsey_graham/300047,O.,Sen. Lindsey Graham [R-SC],,,N00009975,21992.0,"Graham, Lindsey (Sen.) [R-SC]",GrahamBlog,USSenLindseyGraham,202-224-5972,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,SC,Sen.,Senator,http://www.lgraham.senate.gov/public
42,,"[114, 115, 116]",True,Senior Senator from Oklahoma,,2021-01-03,205 Russell Senate Office Building Washington DC 20510,http://www.inhofe.senate.gov/contact,202-228-0380,,205 Russell Senate Office Building,http://www.inhofe.senate.gov/rss/feeds/?type=all&amp;cachebuster=eea6c4d7%2d939c%2d5c1e%2db6c7aa3b8b291208,43262,,Republican,I000024,1934-11-17,5619.0,James,male,Male,300055,Inhofe,https://www.govtrack.us/congress/members/james_inhofe/300055,M.,Sen. James “Jim” Inhofe [R-OK],,Jim,N00005582,27027.0,"Inhofe, James “Jim” (Sen.) [R-OK]",InhofePress,jiminhofepressoffice,202-224-4721,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,OK,Sen.,Senator,http://www.inhofe.senate.gov
43,,"[114, 115, 116]",True,Senior Senator from Kentucky,,2021-01-03,317 Russell Senate Office Building Washington DC 20510,http://www.mcconnell.senate.gov/public/index.cfm?p=ContactForm,202-224-2499,,317 Russell Senate Office Building,http://www.mcconnell.senate.gov/public/?a=rss.feed,43263,Majority Leader,Republican,M000355,1942-02-20,2351.0,Mitch,male,Male,300072,McConnell,https://www.govtrack.us/congress/members/mitch_mcconnell/300072,,Sen. Mitch McConnell [R-KY],,,N00003389,53298.0,"McConnell, Mitch (Sen.) [R-KY]",McConnellPress,,202-224-2541,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,KY,Sen.,Senator,http://www.mcconnell.senate.gov
44,,"[114, 115, 116]",True,Senior Senator from Rhode Island,,2021-01-03,728 Hart Senate Office Building Washington DC 20510,http://www.reed.senate.gov/contact/,202-224-4680,,728 Hart Senate Office Building,https://www.reed.senate.gov//rss/feeds/?type=all,43264,,Democrat,R000122,1949-11-12,24239.0,John,male,Male,300081,Reed,https://www.govtrack.us/congress/members/john_reed/300081,F.,Sen. John “Jack” Reed [D-RI],,Jack,N00000362,27060.0,"Reed, John “Jack” (Sen.) [D-RI]",SenJackReed,SenatorReed,202-224-4642,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,RI,Sen.,Senator,https://www.reed.senate.gov
45,,"[114, 115, 116]",True,Senior Senator from Kansas,,2021-01-03,109 Hart Senate Office Building Washington DC 20510,http://www.roberts.senate.gov/public/index.cfm?p=EmailPat,202-224-3514,,109 Hart Senate Office Building,http://www.roberts.senate.gov/public/?a=rss.feed,43265,,Republican,R000307,1936-04-20,16354.0,Pat,male,Male,300083,Roberts,https://www.govtrack.us/congress/members/pat_roberts/300083,,Sen. Pat Roberts [R-KS],,,N00005285,26866.0,"Roberts, Pat (Sen.) [R-KS]",SenPatRoberts,SenPatRoberts,202-224-4774,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,KS,Sen.,Senator,http://www.roberts.senate.gov
46,,"[114, 115, 116]",True,Junior Senator from Alabama,,2021-01-03,326 Russell Senate Office Building Washington DC 20510,http://www.sessions.senate.gov/public/index.cfm/contact-jeff,202-224-3149,,326 Russell Senate Office Building,http://www.sessions.senate.gov/public/index.cfm?fuseaction=rss.feed,43266,,Republican,S001141,1946-12-24,44441.0,Jefferson,male,Male,300088,Sessions,https://www.govtrack.us/congress/members/jefferson_sessions/300088,B.,Sen. Jefferson “Jeff” Sessions [R-AL],,Jeff,N00003062,443.0,"Sessions, Jefferson “Jeff” (Sen.) [R-AL]",SenatorSessions,SenatorSessions,202-224-4124,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,AL,Sen.,Senator,http://www.sessions.senate.gov/public
47,,"[114, 115, 116]",True,Junior Senator from West Virginia,,2021-01-03,172 Russell Senate Office Building Washington DC 20510,,,,172 Russell Senate Office Building,,43281,,Republican,C001047,1953-11-26,83737.0,Shelley,female,Female,400061,Capito,https://www.govtrack.us/congress/members/shelley_capito/400061,Moore,Sen. Shelley Capito [R-WV],,,N00009771,11701.0,"Capito, Shelley (Sen.) [R-WV]",SenCapito,UCbiXdR4XQ3vD9Xp5lfR9QXw,202-224-6472,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,WV,Sen.,Senator,https://www.capito.senate.gov
48,,"[114, 115, 116]",True,Junior Senator from Massachusetts,,2021-01-03,255 Dirksen Senate Office Building Washington DC 20510,http://www.markey.senate.gov/contact,,,255 Dirksen Senate Office Building,,43347,,Democrat,M000133,1946-07-11,260.0,Edward,male,Male,400253,Markey,https://www.govtrack.us/congress/members/edward_markey/400253,J.,Sen. Edward “Ed” Markey [D-MA],,Ed,N00000270,26900.0,"Markey, Edward “Ed” (Sen.) [D-MA]",SenMarkey,RepMarkey,202-224-2742,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,MA,Sen.,Senator,http://www.markey.senate.gov
49,,"[114, 115, 116]",True,Senior Senator from New Mexico,,2021-01-03,531 Hart Senate Office Building Washington DC 20510,http://www.tomudall.senate.gov/?p=contact,,,531 Hart Senate Office Building,http://tomudall.senate.gov/rss/?p=blog,43400,,Democrat,U000039,1948-05-18,10075.0,Tom,male,Male,400413,Udall,https://www.govtrack.us/congress/members/tom_udall/400413,S.,Sen. Tom Udall [D-NM],,,N00006561,22658.0,"Udall, Tom (Sen.) [D-NM]",SenatorTomUdall,senatortomudall,202-224-6621,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,NM,Sen.,Senator,http://www.tomudall.senate.gov
50,,"[114, 115, 116]",True,Senior Senator from Louisiana,,2021-01-03,703 Hart Senate Office Building Washington DC 20510,,,,703 Hart Senate Office Building,,43470,,Republican,C001075,1957-09-28,1030546.0,Bill,male,Male,412269,Cassidy,https://www.govtrack.us/congress/members/bill_cassidy/412269,,Sen. Bill Cassidy [R-LA],,,N00030245,69494.0,"Cassidy, Bill (Sen.) [R-LA]",,SenatorBillCassidy,202-224-5824,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,LA,Sen.,Senator,http://www.cassidy.senate.gov
51,,"[114, 115, 116]",True,Junior Senator from Michigan,,2021-01-03,724 Hart Senate Office Building Washington DC 20510,,,,724 Hart Senate Office Building,,43489,,Democrat,P000595,1958-12-01,50199.0,Gary,male,Male,412305,Peters,https://www.govtrack.us/congress/members/gary_peters/412305,C.,Sen. Gary Peters [D-MI],,,N00029277,8749.0,"Peters, Gary (Sen.) [D-MI]",SenGaryPeters,RepGaryPeters,202-224-6221,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,MI,Sen.,Senator,http://www.peters.senate.gov
52,,"[114, 115, 116]",True,Junior Senator from Nebraska,,2021-01-03,386A Russell Senate Office Building Washington DC 20510,,,,386a Russell Senate Office Building,,43732,,Republican,S001197,1972-02-22,,Benjamin,male,Male,412671,Sasse,https://www.govtrack.us/congress/members/benjamin_sasse/412671,Eric,Sen. Benjamin Sasse [R-NE],,,N00035544,,"Sasse, Benjamin (Sen.) [R-NE]",SenSasse,,202-224-4224,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,NE,Sen.,Senator,http://www.sasse.senate.gov/public
53,,"[114, 115, 116]",True,Senior Senator from Virginia,,2021-01-03,475 Russell Senate Office Building Washington DC 20510,http://www.warner.senate.gov/public//index.cfm?p=ContactPage#form_f9db6196-2dc7-4cda-8add-f8435a71318a,202-224-6295,,475 Russell Senate Office Building,http://www.warner.senate.gov/public/?a=rss.feed,43503,,Democrat,W000805,1954-12-15,7630.0,Mark,male,Male,412321,Warner,https://www.govtrack.us/congress/members/mark_warner/412321,,Sen. Mark Warner [D-VA],,,N00002097,535.0,"Warner, Mark (Sen.) [D-VA]",MarkWarner,SenatorMarkWarner,202-224-2023,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,VA,Sen.,Senator,http://www.warner.senate.gov
54,,"[114, 115, 116]",True,Junior Senator from Idaho,,2021-01-03,483 Russell Senate Office Building Washington DC 20510,http://www.risch.senate.gov/public/index.cfm?p=Email,202-224-2573,,483 Russell Senate Office Building,,43504,,Republican,R000584,1943-05-03,1020034.0,James,male,Male,412322,Risch,https://www.govtrack.us/congress/members/james_risch/412322,,Sen. James Risch [R-ID],,,N00029441,2919.0,"Risch, James (Sen.) [R-ID]",SenatorRisch,SenatorJamesRisch,202-224-2752,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,ID,Sen.,Senator,http://www.risch.senate.gov
55,,"[114, 115, 116]",True,Senior Senator from New Hampshire,,2021-01-03,506 Hart Senate Office Building Washington DC 20510,http://www.shaheen.senate.gov/contact/,202-228-3194,,506 Hart Senate Office Building,http://www.shaheen.senate.gov/rss/,43505,,Democrat,S001181,1947-01-28,22850.0,Jeanne,female,Female,412323,Shaheen,https://www.govtrack.us/congress/members/jeanne_shaheen/412323,,Sen. Jeanne Shaheen [D-NH],,,N00024790,1663.0,"Shaheen, Jeanne (Sen.) [D-NH]",SenatorShaheen,senatorshaheen,202-224-2841,senator,Senator,class2,Class 2,senior,Senior,2015-01-06,NH,Sen.,Senator,https://www.shaheen.senate.gov
56,,"[114, 115, 116]",True,Junior Senator from Oregon,,2021-01-03,313 Hart Senate Office Building Washington DC 20510,http://www.merkley.senate.gov/contact/,202-228-3997,,313 Hart Senate Office Building,http://www.merkley.senate.gov/rss/,43506,,Democrat,M001176,1956-10-24,1029842.0,Jeff,male,Male,412325,Merkley,https://www.govtrack.us/congress/members/jeff_merkley/412325,,Sen. Jeff Merkley [D-OR],,,N00029303,23644.0,"Merkley, Jeff (Sen.) [D-OR]",SenJeffMerkley,SenatorJeffMerkley,202-224-3753,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,OR,Sen.,Senator,https://www.merkley.senate.gov
57,,"[114, 115, 116]",True,Junior Senator from Minnesota,,2021-01-03,309 Hart Senate Office Building Washington DC 20510,http://www.franken.senate.gov/?p=email_al,,,309 Hart Senate Office Building,http://franken.senate.gov/rss/?p=hot_topic,43509,,Democrat,F000457,1951-05-21,23334.0,Alan,male,Male,412378,Franken,https://www.govtrack.us/congress/members/alan_franken/412378,Stuart,Sen. Alan “Al” Franken [D-MN],,Al,N00029016,108924.0,"Franken, Alan “Al” (Sen.) [D-MN]",SenFranken,SenatorFranken,202-224-5641,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,MN,Sen.,Senator,https://www.franken.senate.gov
58,,"[114, 115, 116]",True,Junior Senator from Delaware,,2021-01-03,127A Russell Senate Office Building Washington DC 20510,http://www.coons.senate.gov/contact/,,,127a Russell Senate Office Building,http://www.coons.senate.gov/rss/feeds/?type=all,43514,,Democrat,C001088,1963-09-09,9269028.0,Chris,male,Male,412390,Coons,https://www.govtrack.us/congress/members/chris_coons/412390,Andrew,Sen. Chris Coons [D-DE],,,N00031820,122834.0,"Coons, Chris (Sen.) [D-DE]",SenCoonsOffice,senatorchriscoons,202-224-5042,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,DE,Sen.,Senator,https://www.coons.senate.gov
59,,"[114, 115, 116]",True,Junior Senator from Colorado,,2021-01-03,354 Russell Senate Office Building Washington DC 20510,,,,354 Russell Senate Office Building,,43527,,Republican,G000562,1974-08-22,623308.0,Cory,male,Male,412406,Gardner,https://www.govtrack.us/congress/members/cory_gardner/412406,,Sen. Cory Gardner [R-CO],,,N00030780,30004.0,"Gardner, Cory (Sen.) [R-CO]",SenCoryGardner,,202-224-5941,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,CO,Sen.,Senator,https://www.gardner.senate.gov
60,,"[114, 115, 116]",True,Junior Senator from Arkansas,,2021-01-03,124 Russell Senate Office Building Washington DC 20510,,,,124 Russell Senate Office Building,,43595,,Republican,C001095,1977-05-13,63928.0,Tom,male,Male,412508,Cotton,https://www.govtrack.us/congress/members/tom_cotton/412508,,Sen. Tom Cotton [R-AR],,,N00033363,135651.0,"Cotton, Tom (Sen.) [R-AR]",SenTomCotton,RepTomCotton,202-224-2353,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,AR,Sen.,Senator,https://www.cotton.senate.gov
61,,"[114, 115, 116]",True,Junior Senator from Montana,,2021-01-03,320 Hart Senate Office Building Washington DC 20510,,202-228-1236,,320 Hart Senate Office Building,,43628,,Republican,D000618,1962-08-20,1034037.0,Steve,male,Male,412549,Daines,https://www.govtrack.us/congress/members/steve_daines/412549,,Sen. Steve Daines [R-MT],,,N00033054,135720.0,"Daines, Steve (Sen.) [R-MT]",SteveDaines,SteveDainesMT,202-224-2651,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,MT,Sen.,Senator,https://www.daines.senate.gov
62,,"[114, 115, 116]",True,Junior Senator from New Jersey,,2021-01-03,359 Dirksen Senate Office Building Washington DC 20510,http://www.booker.senate.gov/?p=contact,202-224-8378,,359 Dirksen Senate Office Building,,43661,,Democrat,B001288,1969-04-27,84679.0,Cory,male,Male,412598,Booker,https://www.govtrack.us/congress/members/cory_booker/412598,Anthony,Sen. Cory Booker [D-NJ],,,N00035267,76151.0,"Booker, Cory (Sen.) [D-NJ]",CoryBooker,SenCoryBooker,202-224-3224,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,NJ,Sen.,Senator,http://www.booker.senate.gov
63,,"[114, 115, 116]",True,Junior Senator from Alaska,,2021-01-03,702 Hart Senate Office Building Washington DC 20510,,,,702 Hart Senate Office Building,,43726,,Republican,S001198,1964-11-13,,Dan,male,Male,412665,Sullivan,https://www.govtrack.us/congress/members/dan_sullivan/412665,,Sen. Dan Sullivan [R-AK],,,N00035774,,"Sullivan, Dan (Sen.) [R-AK]",SenDanSullivan,,202-224-3004,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,AK,Sen.,Senator,http://www.sullivan.senate.gov
64,,"[114, 115, 116]",True,Junior Senator from Georgia,,2021-01-03,383 Russell Senate Office Building Washington DC 20510,,,,383 Russell Senate Office Building,,43727,,Republican,P000612,1949-12-10,,David,male,Male,412666,Perdue,https://www.govtrack.us/congress/members/david_perdue/412666,,Sen. David Perdue [R-GA],,,N00035516,,"Perdue, David (Sen.) [R-GA]",sendavidperdue,,202-224-3521,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,GA,Sen.,Senator,http://www.perdue.senate.gov
65,,"[114, 115, 116]",True,Junior Senator from Iowa,,2021-01-03,111 Russell Senate Office Building Washington DC 20510,,,,111 Russell Senate Office Building,,43728,,Republican,E000295,1970-07-01,,Joni,female,Female,412667,Ernst,https://www.govtrack.us/congress/members/joni_ernst/412667,,Sen. Joni Ernst [R-IA],,,N00035483,,"Ernst, Joni (Sen.) [R-IA]",SenJoniErnst,,202-224-3254,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,IA,Sen.,Senator,http://www.ernst.senate.gov/public
66,,"[114, 115, 116]",True,Junior Senator from North Carolina,,2021-01-03,185 Dirksen Senate Office Building Washington DC 20510,,,,185 Dirksen Senate Office Building,,43729,,Republican,T000476,1960-08-30,,Thom,male,Male,412668,Tillis,https://www.govtrack.us/congress/members/thom_tillis/412668,,Sen. Thom Tillis [R-NC],,,N00035492,,"Tillis, Thom (Sen.) [R-NC]",senthomtillis,,202-224-6342,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,NC,Sen.,Senator,https://www.tillis.senate.gov/public/index.cfm/home
67,,"[114, 115, 116]",True,Junior Senator from South Dakota,,2021-01-03,502 Hart Senate Office Building Washington DC 20510,,,,502 Hart Senate Office Building,,43730,,Republican,R000605,1954-10-24,,Mike,male,Male,412669,Rounds,https://www.govtrack.us/congress/members/mike_rounds/412669,,Sen. Mike Rounds [R-SD],,,N00035187,,"Rounds, Mike (Sen.) [R-SD]",SenatorRounds,,202-224-5842,senator,Senator,class2,Class 2,junior,Junior,2015-01-06,SD,Sen.,Senator,http://www.rounds.senate.gov
68,,"[115, 116, 117]",True,Senior Senator from New York,,2023-01-03,322 Hart Senate Office Building Washington DC 20510,,,,322 Hart Senate Office Building,,43804,,Democrat,S000148,1950-11-23,5929.0,Charles,male,Male,300087,Schumer,https://www.govtrack.us/congress/members/charles_schumer/300087,E.,Sen. Charles “Chuck” Schumer [D-NY],,Chuck,N00001093,26976.0,"Schumer, Charles “Chuck” (Sen.) [D-NY]",SenSchumer,SenatorSchumer,202-224-6542,senator,Senator,class3,Class 3,senior,Senior,2017-01-03,NY,Sen.,Senator,https://www.schumer.senate.gov
69,,"[115, 116, 117]",True,Senior Senator from Colorado,,2023-01-03,261 Russell Senate Office Building Washington DC 20510,,,,261 Russell Senate Office Building,http://www.bennet.senate.gov/rss/feeds/?type=news,44014,,Democrat,B001267,1964-11-28,1031622.0,Michael,male,Male,412330,Bennet,https://www.govtrack.us/congress/members/michael_bennet/412330,F.,Sen. Michael Bennet [D-CO],,,N00030608,110942.0,"Bennet, Michael (Sen.) [D-CO]",SenBennetCo,SenatorBennet,202-224-5852,senator,Senator,class3,Class 3,senior,Senior,2017-01-03,CO,Sen.,Senator,https://www.bennet.senate.gov
70,,"[115, 116, 117]",True,Junior Senator from Kentucky,,2023-01-03,167 Russell Senate Office Building Washington DC 20510,,,,167 Russell Senate Office Building,http://paul.senate.gov/rss/?p=news,44079,,Republican,P000603,1963-01-07,9265241.0,Rand,male,Male,412492,Paul,https://www.govtrack.us/congress/members/rand_paul/412492,,Sen. Rand Paul [R-KY],,,N00030836,117285.0,"Paul, Rand (Sen.) [R-KY]",,SenatorRandPaul,202-224-4343,senator,Senator,class3,Class 3,junior,Junior,2017-01-03,KY,Sen.,Senator,https://www.paul.senate.gov
71,,"[115, 116, 117]",True,Senior Senator from North Dakota,,2023-01-03,338 Russell Senate Office Building Washington DC 20510,,,,338 Russell Senate Office Building,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,44080,,Republican,H001061,1957-03-13,85233.0,John,male,Male,412494,Hoeven,https://www.govtrack.us/congress/members/john_hoeven/412494,,Sen. John Hoeven [R-ND],,,N00031688,41788.0,"Hoeven, John (Sen.) [R-ND]",SenJohnHoeven,senatorjohnhoevennd,202-224-2551,senator,Senator,class3,Class 3,senior,Senior,2017-01-03,ND,Sen.,Senator,https://www.hoeven.senate.gov
72,,[115],True,Representative for Rhode Island's 2nd congressional district,2.0,2019-01-03,2077 Rayburn HOB; Washington DC 20515-3902,,,,2077 Rayburn House Office Building,http://langevin.house.gov/rss.xml,43865,,Democrat,L000559,1964-04-22,86608.0,James,male,Male,400230,Langevin,https://www.govtrack.us/congress/members/james_langevin/400230,R.,Rep. James “Jim” Langevin [D-RI2],,Jim,N00009724,55787.0,"Langevin, James “Jim” (Rep.) [D-RI2]",JimLangevin,jimlangevin,202-225-2735,representative,Representative,,,,,2017-01-03,RI,Rep.,Representative,http://langevin.house.gov
73,,"[115, 116, 117]",True,Senior Senator from Idaho,,2023-01-03,239 Dirksen Senate Office Building Washington DC 20510,,,,239 Dirksen Senate Office Building,,43798,,Republican,C000880,1951-05-20,26440.0,Michael,male,Male,300030,Crapo,https://www.govtrack.us/congress/members/michael_crapo/300030,D.,Sen. Michael Crapo [R-ID],,,N00006267,26830.0,"Crapo, Michael (Sen.) [R-ID]",MikeCrapo,senatorcrapo,202-224-6142,senator,Senator,class3,Class 3,senior,Senior,2017-01-03,ID,Sen.,Senator,http://www.crapo.senate.gov
74,,"[115, 116, 117]",True,Senior Senator from Iowa,,2023-01-03,135 Hart Senate Office Building Washington DC 20510,,,,135 Hart Senate Office Building,http://grassley.senate.gov/customcf/rss_feed.cfm,43799,,Republican,G000386,1933-09-17,1167.0,Charles,male,Male,300048,Grassley,https://www.govtrack.us/congress/members/charles_grassley/300048,E.,Sen. Charles “Chuck” Grassley [R-IA],,Chuck,N00001758,53293.0,"Grassley, Charles “Chuck” (Sen.) [R-IA]",ChuckGrassley,senchuckgrassley,202-224-3744,senator,Senator,class3,Class 3,senior,Senior,2017-01-03,IA,Sen.,Senator,http://www.grassley.senate.gov
